8.548676967620849609e-01 4.749996364116668701e-01 9.729567766189575195e-01 8.601847290992736816e-02 1.448113250732421875e+01
9.491694569587707520e-01 1.709188669919967651e-01 9.789664149284362793e-01 6.745252758264541626e-02 6.368783950805664062e+00
9.560973048210144043e-01 1.472134739160537720e-01 9.813702702522277832e-01 5.790405720472335815e-02 5.945033550262451172e+00
9.587845206260681152e-01 1.369221061468124390e-01 9.828726649284362793e-01 5.465621128678321838e-02 6.532369375228881836e+00
9.617893695831298828e-01 1.232431828975677490e-01 9.836739897727966309e-01 5.400739610195159912e-02 5.835679531097412109e+00
9.619563221931457520e-01 1.226612851023674011e-01 9.860777854919433594e-01 4.558348655700683594e-02 6.587590694427490234e+00
9.633921980857849121e-01 1.188636049628257751e-01 9.864783287048339844e-01 4.546334221959114075e-02 4.541574239730834961e+00
9.672145843505859375e-01 1.059863120317459106e-01 9.845755696296691895e-01 5.146024376153945923e-02 6.706154346466064453e+00
9.678317904472351074e-01 1.069695055484771729e-01 9.866787195205688477e-01 4.478494077920913696e-02 6.593366384506225586e+00
9.671143889427185059e-01 1.078870296478271484e-01 9.855769872665405273e-01 4.441620782017707825e-02 6.476613521575927734e+00
9.663130044937133789e-01 1.083540916442871094e-01 9.858774542808532715e-01 4.996298626065254211e-02 7.136444568634033203e+00
9.692007303237915039e-01 9.887105226516723633e-02 9.867789149284362793e-01 4.263344407081604004e-02 6.006191253662109375e+00
9.684830904006958008e-01 1.033954024314880371e-01 9.869793057441711426e-01 4.293896257877349854e-02 7.933459997177124023e+00
9.697182178497314453e-01 9.912280738353729248e-02 9.874801039695739746e-01 4.119160771369934082e-02 7.701876163482666016e+00
9.696182608604431152e-01 9.804808348417282104e-02 9.867789745330810547e-01 4.234307259321212769e-02 6.727986097335815430e+00
9.689170718193054199e-01 1.000341251492500305e-01 9.872798323631286621e-01 3.909516334533691406e-02 7.709590435028076172e+00
